developer_id,developer
1315,Pixel after Pixel
1316,Tri Synergy
1317,NHN Corporation
1318,"Ritual Entertainment, Avalanche Software"
1319,MagicWand
1320,Apeiron
1321,Interchannel
1322,49Games
1323,"Konami, Blade Interactive"
1324,Nightlight Studios
1325,Anarchy Enterprises
1326,"PM Studios Inc., P.M. Studios s.r.l"
1327,Left Behind Games
1328,Jack of All Games
1329,"Starfish, Starfish SD"
1330,Mud Duck Productions
1331,Ingram Entertainment
1332,"Atomic Planet Entertainment, Mud Duck Productions"
1333,DSI Games
1334,Creative Office
1335,FrontLine Studios
1336,Ladyluck Digital Media
1337,Parallax Art Studio
1338,"Irrational Games, 2K Marin"
1339,Turn 10
1340,"Insomniac Games, SCE/WWS"
1341,"Naughty Dog, SCE/WWS"
1342,"Red Storm Entertainment, Ubisoft Paris"
1343,1C: Maddox Games
1344,High Impact Games
1345,"Vicious Cycle, Infinite Interactive"
1346,Moonpod
1347,Zoe Mode
1348,Realtime Worlds
1349,Vanilla Ware
1350,"Neversoft Entertainment, BudCat"
1351,Bit Blot
1352,"Sega, Backbone Entertainment"
1353,1st Playable Productions
1354,CD Projekt Red Studio
1355,"Square Enix, Think and Feel"
1356,"Team 17, Two Tribes"
1357,"Rockstar Toronto, Rockstar Leeds"
1358,Sega AM3
1359,EA Salt Lake
1360,TT Fusion
1361,"Bizarre Creations, Kuju Entertainment"
1362,Blue Castle Games
1363,Tri-Crescendo
1364,Soldak Entertainment
1365,Ninja Theory
1366,Sierra Online
1367,"Mistwalker, Artoon"
1368,Definitive Studios
1369,Atomic Elbow
1370,Cyclone Zero
1371,SEGA Racing Studio
1372,Magellan Interactive
1373,Eidos Interactive
1374,"GRIN, Ubisoft Paris"
1375,Chair Entertainment
1376,Basilisk Games
1377,Relentless Software
1378,"Lancarse, Atlus"
1379,ImpactGames
1380,"Game Republic, JapanStudio"
1381,"SCEA, Incognito Inc."
1382,"Ubisoft, Sensory Sweep"
1383,Other Ocean Interactive
1384,Game Sauce
1385,MDNA Games
1386,Frictional Games
1387,"Spike, Namco Bandai Games"
1388,odenis studio
1389,"Screenlife Games, WXP"
1390,5TH Cell
1391,Renegade Kid
1392,EA Japan Studio
1393,"Suzak, Nikoli"
1394,Slant Six
1395,XS Games
1396,Plato
1397,"Midway, Digital Eclipse"
1398,"Mac Play, MacPlay"
1399,ThatGameCompany
1400,Cohort Studios
1401,"Electronic Arts, EA Redwood Shores"
1402,Flagship Studios
1403,Arkedo Studio
1404,Office Create
1405,Global A
1406,"Yuke's, Yuke's Company of America"
1407,Muzzy Lane Software
1408,"Image Epoch, Imageepoch"
1409,"Aspyr, 2K Sports"
1410,"Eighting, Tenyo"
1411,Rockstar London
1412,"Sega, Sonic Team"
1413,"Artificial Mind and Movement, Polygon Magic"
1414,JC Entertainment
1415,Zen Studios
1416,Haggard Games
1417,"id Software, Fountainhead Entertainment"
1418,Sigil Games Online
1419,Llamasoft
1420,Zoonami Ltd.
1421,Chaos Concept
1422,ClockStone Software
1423,"Namco Bandai Games America, Namco Bandai Games"
1424,Beautiful Game Studios
1425,Brain Toys
1426,"Sega, Nintendo, Sega Sports R&D"
1427,Sigma Team
1428,Ino-Co
1429,"Sproing Interactive Media, Sproing"
1430,Epics
1431,ArtePiazza
1432,RedLynx
1433,"Bohemia Interactive, Black Element Software"
1434,Momentum DMT
1435,"TimeGate Studios, Day 1 Studios"
1436,"Battlefront.com, 1C, 1C Company"
1437,IMC Games
1438,Gaia (Sony)
1439,"Konami, Digital Eclipse"
1440,Ninja Studio
1441,Buena Vista Games
1442,Coyote Console
1443,Gamoola Soft
1444,Hi Corp
1445,"Climax Group, PlayFirst, Climax Studios"
1446,"Game Arts, Seta Corporation"
1447,"THQ, Altron"
1448,Gorilla Systems
1449,"Electronic Arts, Rebellion"
1450,Mine Loader
1451,"Mercury Steam, Alchemic Productions"
1452,Guppyworks
1453,"Konami, Vicious Cycle"
1454,Milestone
1455,Freeverse
1456,Sirius Games
1457,Load Inc.
1458,Provox Games
1459,OfficeCreate
1460,Gorilla Games
1461,"High Voltage Software, Ubisoft Paris"
1462,Moss
1463,SCS Software
1464,"Etranges Libellules, Neko Entertainment"
1465,System 3
1466,Farmind Ltd
1467,Disney Online
1468,Digital Leisure Inc.
1469,G.Rev
1470,Hot Lava Games
1471,Metia Interactive
1472,"Akella, Quasar"
1473,WorldForge
1474,"Nintendo, Namco Bandai Games"
1475,"Cavia Inc., Grandprix Inc."
1476,"Rainbow Studios, Tantalus"
1477,"Artificial Studios, Immersion Software & Graphics"
1478,"Eidos Interactive, Strawdog Studios"
1479,GFI Russia
1480,The Game Factory
1481,Silent Grove Studios
1482,KDV Games
1483,"Nival Interactive, N-Game Studios"
1484,Metamorf Studios
1485,Punchline
1486,"Secret Stash Games, DREAM ON STUDIO"
1487,Fuzzyeyes Studio
1488,Virtual Toys
1489,Collision Studios
1490,zSlide
1491,"PlayFirst, GameLab"
1492,Digital Embryo
1493,Blitz Arcade
1494,Ubisoft Barcelona
1495,The Web Production
1496,"Factor 5, SCE/WWS"
1497,Deep Fried Entertainment
1498,Dream Execution
1499,Nobilis
1500,Zoetrope Interactive
1501,Platinum Egg
1502,Trainwreck Studios
1503,"1C, Sky Fallen, 1C Company"
1504,D3Publisher
1505,Big Red Software
1506,Gaia Industries
1507,Japan Art Media (JAM)
1508,Foundation 9 Entertainment
1509,Savage Entertainment
1510,"LDW, Big Fish Games"
1511,"Slitherine Software, Slitherine"
1512,Silverback Studios
1513,Virtuos
1514,Vertex 4
1515,Game Brains
1516,Frozen Codebase
1517,Namco Bandai Games America
1518,Red Tribe
1519,Dragon's Den Unlimited
1520,S&G Software
1521,"Taito Corporation, 505 Games"
1522,Astroll
1523,"Enlight Software, Infinite Interactive"
1524,Conspiracy Entertainment
1525,Nikitova Games
1526,"Digital Spray Studios, Mandel ArtPlains"
1527,Dreamcatcher
1528,"SouthPeak Games, Hyper-Devbox"
1529,Digital Jesters
1530,Mid Carolina Media
1531,T7 Games
1532,Beyond Interactive
1533,Quotix Software
1534,Artefacts Studio
1535,"SCE/WWS, Media Molecule"
1536,2D Boy
1537,"Digital Extremes, 2K Marin"
1538,Number None Inc.
1539,Bethesda Game Studios
1540,HexaDrive
1541,Certain Affinity
1542,"BioWare, Demiurge Studios"
1543,"Backbone Entertainment, Backbone Emeryville"
1544,Ironclad Games
1545,EA Mythic
1546,Black Rock Studio
1547,"Namco, Project Soul"
1548,Mindware
1549,BestGameEver.com
1550,Slick Entertainment
1551,"Maxis, EA Redwood Shores"
1552,AQ Interactive
1553,"Metanet Software Inc., SilverBirch Studios"
1554,"SCE/WWS, SCE Japan Studio"
1555,Mousechief
1556,Void Star Creations
1557,"Team Ninja, Tecmo"
1558,Hidden Path Entertainment
1559,"Mad Doc Software, Rockstar Vancouver"
1560,"Venan Entertainment, Cashmere Prod."
1561,Hothead Games
1562,"Joakim Sandberg, Konjak"
1563,Vanguard
1564,Katauri Interactive
1565,iRacing.com Motorsport Simulations
1566,SpiderMonk
1567,Mistwalker
1568,Vogster
1569,Mekensleep
1570,Epos
1571,Good-Feel
1572,Examu
1573,Most Wanted Entertainment
1574,"Krome Studios, Screenlife Games"
1575,Brash Entertainment
1576,Empty Clip Studios
1577,Kaos Studios
1578,"Omiya Soft, Jamsworks"
1579,Mommy's Best Games
1580,Pieces Interactive
1581,"Strawdog Studios, Pinnacle"
1582,"Ubisoft Paris, Ubisoft Montpellier"
1583,Eat Sleep Play
1584,Taleworlds Entertainment
1585,"Dimps Corporation, Namco Bandai Games"
1586,FAKT Software
1587,Red Fly Studio
1588,SouthPeak Games
1589,"Arika, Nintendo"
1590,Darkling Room
1591,BarkersCrest Studios
1592,Route 1 Games
1593,"Jupiter Corporation, Jupiter Multimedia"
1594,"Treyarch, Beenox"
1595,"Crystal Dynamics, Buzz Monkey Software"
1596,8bit Games
1597,Big Fish Games
1598,Fall Line Studio
1599,"Funatics Software, Funatics"
1600,Exkee
1601,Propaganda Games
1602,Dejobaan Games
1603,"Treyarch, Shaba Games"
1604,Bright Future GmbH
1605,Novaleaf Game Studios
1606,Stickmen Studios
1607,"HAL Labs, Creatures Inc."
1608,EnjoyUp Games
1609,Little Boy Games
1610,Torpex Games LLC
1611,InLight Entertainment
1612,Arberth Studios
1613,Dialogue Design
1614,Gamerizon
1615,Nuevo Retro Games
1616,Psyonix
1617,Mikoishi
1618,Koei Canada
1619,"EA Redwood Shores, EA Salt Lake"
1620,Compile Heart
1621,CrunchTime Games
1622,Sierra Online Shanghai
1623,Sonic Powered
1624,"Eighting, Genius Sonority Inc."
1625,"Irem, Agetec"
1626,2XL Games
1627,"Pam Development, 2K Sports"
1628,XGenStudios
1629,"AI Factory, Rubicon Development Ltd."
1630,Tenky
1631,Nnooo
1632,Mana Comp. Soft.
1633,Rake in Grass
1634,Alcachofa Soft
1635,"Heavy Iron Studios, Savage Entertainment"
1636,EA Vancouver
1637,Braingame
1638,The Games Company
1639,"Rudolf Kremers, Alex May"
1640,Cerasus Media
1641,SideQuest Studios
1642,EA Bright Light
1643,Phantomery Interactive
1644,Unicorn Games Studio
1645,Ivolgamus
1646,"City Interactive, Navarre Corp"
1647,Cooking Mama Limited
1648,"Omega Force, Koei Canada"
1649,Wahoo Studios
1650,Keen Games
1651,WorkJam
1652,"DreamFactory, Takara Tomy"
1653,Ghostfire Games
1654,"Absolutist Ltd, Absolutist"
1655,Amble
1656,Engine Software
1657,"Red Tribe, Brash Entertainment"
1658,Isotx
1659,"Plastic, Plastic Studios"
1660,Zeroscale
1661,Pollux Gamelabs
1662,Isopod Labs
1663,Slapdash Games
1664,Ludia Inc.
1665,Sarbakan Inc.
1666,A.C.R.O.N.Y.M. Games
1667,Sanzaru Games
1668,Liquid Dragon Studios
1669,"Machatin, Inc."
1670,Route24
1671,"Pronto Games, Paprikari"
1672,Epicenter Studios
1673,Hellbent Games
1674,"EA Canada, Exient Entertainment"
1675,Headlock
1676,Blueside
1677,Large Animal
1678,"THQ Australia, THQ Studio Australia"
1679,Oxygen Interactive
1680,FreeStyleGames
1681,Meridian4
1682,Bplus
1683,Ubisoft Annecy
1684,"Microids, Dreamcatcher"
1685,Blitz Games Studios
1686,"Xpec, XPEC Entertainment Inc."
1687,Kokolo Corporation
1688,K2
1689,Abstraction Games
1690,W!Games
1691,TikGames
1692,Ctxm/Say Design
1693,Big John Games
1694,Interchannel-Holon
1695,Smack Down Productions
1696,Incinerator Games
1697,"Marvelous Entertainment, Digital Whip"
1698,Takara Tomy
1699,"Zoe Mode, HB Studios Multimedia"
1700,"Mastiff, Sensory Sweep"
1701,Backbone Charlottetown
1702,Skonec
1703,Trine Games
1704,Blazing Lizard
1705,Pompom Software
1706,Clear Crown Studios
1707,"Ubisoft Barcelona, Ubisoft Reflections"
1708,Arcade Moon
1709,"Digital Builders, Sabarasa Entertainment"
1710,"Extra Mile Studios, EM Studios"
1711,"THQ, Human Soft"
1712,Eidos Sweden
1713,"Voltex, Inc."
1714,Phenomedia
1715,ECI
1716,Next Wave Team
1717,SScholastic Media
1718,Big Blue Entertainment
1719,Sandblast
1720,Leviathan Games
1721,Otaboo
1722,"Gameinvest, Seed Studios, Lda"
1723,Ultizen Games
1724,Humagade
1725,Mojang AB
1726,"Hothead Games, Number None Inc."
1727,"Number None Inc., Knockout Games"
1728,Player X
1729,Capy Games
1730,Knowledge Adventure Inc.
1731,The Sims Studio
1732,Amanita Design
1733,EA Mobile
1734,Twisted Pixel Games
1735,Zombie Cow Studios
1736,DICE Stockholm
1737,Slightly Mad Studios
1738,Ronimo Games
1739,Pelfast
1740,Runic Games
1741,"EA Sports, HB Studios Multimedia"
1742,"Volition Inc., Reactor Zero"
1743,"Blue Byte, Related Designs"
1744,"Eurocom Entertainment Software, Visceral Games, Eurocom"
1745,Over the Top Games
1746,Subatomic Studios
1747,PlatinumGames
1748,Gaijin Entertainment
1749,Vanillaware
1750,Cowboy Rodeo
1751,Codeglue
1752,Hemisphere Games
1753,"Arcen Games, LLC"
1754,Gaijin Games
1755,Runewaker Entertainment
1756,"Harmonix Music Systems, Backbone Entertainment"
1757,Tale of Tales
1758,fyto
1759,NeocoreGames
1760,Titan Studios
1761,Nimbly Games
1762,Playbrains
1763,Petri Purho
1764,Headstrong Games
1765,Eyebrow Interactive
1766,Riot Games
1767,"IronNos Co.,Ltd."
1768,Neople
1769,ACE Team
1770,Ice-Pick Lodge
1771,neoqb
1772,Spellborn International Ltd
1773,Pentavision Entertainment
1774,Ntreev Soft
1775,"Sega, Sega Sports R&D"
1776,Doublesix
1777,"Square Enix, PopCap"
1778,Grigon Entertainment Co.
1779,"Activision, Eurocom"
1780,Broken Rules
1781,Ska Studios
1782,Hudson Entertainment
1783,"id Software, Raven Software"
1784,Black Inc.
1785,Wisecat
1786,BiP Media
1787,FluffyLogic
1788,Lazy 8 Studios
1789,Nocturnal Entertainment
1790,Ossian Studios
1791,Boxed Dream
1792,syn Sophia
1793,Gulti
1794,Just Add Water
1795,"1C, Ino-Co, 1C Company"
1796,Futuremark Games Studio
1797,"Square Enix, Tri-Ace"
1798,Cryptic Studios
1799,Bongfish
1800,"Microsoft Game Studios, Doublesix"
1801,Red Rocket Games
1802,Vitei
1803,"Fallen Earth, LLC"
1804,1C:Ino-Co
1805,Yullaby
1806,"Immersion Software & Graphics, Timeline Interactive"
1807,Loose Cannon Studios
1808,"Matrix Software, Marvelous Entertainment"
1809,Proper Games
1810,Prope
1811,RED Entertainment
1812,Eiconic Games
1813,"Konami, Aquria"
1814,"Banpresto, SoftMax"
1815,GameLab
1816,Tarsier Studios
1817,Bloober Team
1818,Erik Svedang
1819,Hijinx Studios
1820,Island Officials
1821,Frima Studio
1822,"Deep Silver, Sproing Interactive Media, Sproing"
1823,GameCo
1824,Nitro Games
1825,SaintXi
1826,impressionware
1827,Tigon
1828,Game Life
1829,Transmission Games
1830,Ntronium Games
1831,Bionic Games
1832,"Cinemax, Centauri Production"
1833,Dark Energy Digital
1834,Icon Games
1835,Barunson Interactive
1836,Realtech VR
1837,"Atari, Transmission Games, Atari SA"
1838,"Papaya Studios, Papaya Studio"
1839,Longtail Studios
1840,"Fusionsphere Systems, Animation Arts"
1841,"Tigon, Midway Studios - Newcastle"
1842,War Drum Studios
1843,Ubisoft Vancouver
1844,3A Games
1845,The Farm 51
1846,"United Coders, Wizardry Engineering, Code Mystics Inc."
1847,"Amaze Entertainment, Amaze"
1848,"Battlefront.com, 1C Company"
1849,Rhino Studios
1850,Deep Silver
1851,GungHo
1852,Sanuk Games
1853,Curve Studios
1854,Digital Chocolate
1855,"Strategy First, Cypron Studios"
1856,Zerodiv
1857,RTL
1858,Semnant Studios
1859,Gammick Entertainment
1860,"Ubisoft, Ubisoft Montreal"
1861,"Replay Studios, ML Enterprises"
1862,OneNine Studios
1863,Ubisoft Singapore
1864,EXOR Studios
1865,DK Games
1866,Performance Designed Products
1867,Hands-On Mobile
1868,"Sega, Tom Create"
1869,Studio Archcraft
1870,Nemesys
1871,"Neversoft Entertainment, Underground Development"
1872,Vector 2 Games
1873,"Frogwares, Mistic Software"
1874,Cosmonaut Games
1875,Storm City Games
1876,"Success, Tamsoft"
1877,Canalside Studios
1878,Boolat Games
1879,2K Shanghai
1880,Whitebear
1881,Sky Fallen
1882,"Playlogic, The Game Factory"
1883,Gameinvest
1884,Abylight
1885,Legendo Entertainment
1886,Agetec
1887,Vertigo Games
1888,Kouyousha
1889,Targem Games
1890,8Monkey Labs
1891,Studio Zan
1892,"Nippon Ichi Software, Hit Maker"
1893,"Majesco Games, Majesco"
1894,"Aspect, Takara Tomy"
1895,DNS Development
1896,Jet Black Games
1897,Killaware
1898,Demiurge Studios
1899,Muse Games
1900,"Konami, Hijinx Studios"
1901,"LucasArts, Krome Studios"
1902,Nordcurrent
1903,Robomodo
1904,Medaverse Studios
1905,.theprodukkt
1906,Aksys Games
1907,Tabot
1908,"Joju Games, Inc."
1909,FunTown World Limited
1910,NoWay Studio
1911,Firehazard Studio
1912,Solus Games
1913,DiP Interactive
1914,Blue Omega
1915,Twelve Games
1916,CXTM
1917,PAWS
1918,FeelPlus
1919,Atomic Motion
1920,Homegrown Games
1921,Awesome Play Ltd.
1922,Paleo Entertainment
1923,"K2, Kurogane"
1924,Beyond Reality
1925,505 Games
1926,"Replay Studios, Team Toro"
1927,"Visual Impact, Storm City Games"
1928,"N-Game Studios, Black Wing Foundation"
1929,Nintendo EAD Tokyo
1930,PLAYDEAD
1931,Team Meat
1932,Nicalis
1933,2K Marin
1934,"PlatinumGames, Nex Entertainment"
1935,Hello Games
1936,Codemasters Birmingham
1937,Vigil Games
1938,The Odd Gentlemen
1939,QCF Design
1940,EasyGameStation
1941,United Front Games
1942,VooFoo Studios
1943,Terry Cavanagh
1944,4A Games
1945,Signal Studios
1946,FuturLab
1947,Noumenon Games
1948,Ryu ga Gotoku Studios
1949,Puppy Games
1950,Richard Hofmeier
1951,Uber Entertainment
1952,Doctor Entertainment
1953,Cipher Prime
1954,Uglysoft
1955,Code Force
1956,System Prisma
1957,Mad Monkey Studio
1958,Firemint Pty Ltd
1959,"Inti, Inti Creates"
1960,2K Czech
1961,Alien After All
1962,Animation Arts
1963,"Vicarious Visions, Neversoft Entertainment"
1964,Silicon Studio
1965,Beatnik Games
1966,"Harmonix Music Systems, Demiurge Studios"
1967,devCAT
1968,"Tetris Online, Inc"
1969,Binary Takeover
1970,"SCEA, Zindagi Games"
1971,Press Play
1972,Mediatonic
1973,Cockroach Inc.
1974,"Big Sandwich Games, Inc."
1975,"Chillingo Ltd, Chillingo Ltd., Chillingo"
1976,Visceral Games
1977,"PlatinumGames, NUDE MAKER,Y.K."
1978,"EA DICE, Danger Close"
1979,"Terminal Reality, 4mm Games"
1980,"Artoon, SCEJ"
1981,Vector Unit Inc.
1982,Cadenza
1983,"Dice, Danger Close"
1984,Kidguru Studios
1985,Craneballs Studios
1986,Supermassive Games
1987,Lightning Fish Games
1988,Ludosity Interactive
1989,Keys Factory
1990,The Game Atelier
1991,Junction Point
1992,Tons of Bits
1993,Laughing Jackal
1994,Rising Star Games
1995,Brendon Chung
1996,Brawsome
1997,Image & Form
1998,"10tacle Studios, Fusionsphere Systems"
1999,Intrinsic Games
2000,Tag Games
2001,"LucasArts, Red Fly Studio"
2002,Ruffian Games
2003,Fatshark AB
2004,Hi-Rez Studios
2005,Triangle Studios
2006,"Artificial Mind and Movement, EA Redwood Shores"
2007,StarWraith
2008,ShadowRage
2009,Monumental Games
2010,Daedalic Entertainment
2011,Universomo
2012,Cateia Games
2013,Novarama
2014,"NinjaBee, Bacon Wrapped Games"
2015,Creatures Inc.
2016,Enjoy Gaming
2017,"EXTEND Interactive, LLC., Extend Interactive"
2018,Teotl Studios
2019,Vitamin G Studios
2020,Phil Hassey
2021,Bulkypix
2022,Gamelion Studios
2023,"Tecmo, Pieces Interactive"
2024,Strawdog Studios
2025,iSquared Games
2026,"Electronic Arts, Behaviour Interactive"
2027,Cranberry Production
2028,G5 Entertainment
2029,Phoenix Online Studios
2030,Remode
2031,Gaming Minds Studios
2032,PeakVox
2033,Longbow Digital Arts
2034,Media Molecule
2035,Autumn Moon
2036,Silent Dreams
2037,Akaoni Studio
2038,Onteca
2039,different cloth
2040,Centauri Production
2041,Eversim
2042,Virtual Playground
2043,GCP1
2044,"Creat Studios, Tik Games, LLC"
2045,Goodbye Galaxy Games
2046,"EA Black Box, EA Singapore"
2047,NBGI
2048,"Gust, Idea Factory"
2049,Softlab-NSK
2050,Games Distillery
2051,ValuSoft
2052,Good Science Studio
2053,Invent4 Entertainment
2054,Boomzap
2055,Airtight Games
2056,Regolith Games ltd
2057,"Viva Media, Viva Media, LLC"
2058,"Acquire, Goshow"
2059,NaturalMotion
2060,Beatshapers
2061,AirPlay
2062,The Bearded Ladies Consulting
2063,MBA International
2064,Big Ant Studios
2065,Spiders
2066,Premium Agency
2067,G1M2
2068,GlobZ
2069,Behaviour Interactive
2070,HandMade Game
2071,Sega Studios San Francisco
2072,Saturnine Games
2073,Immersion Software & Graphics
2074,Realmforge Studios
2075,Nabi Studios
2076,BigPark
2077,Rockin' Android
2078,Inaria Interactive
2079,Virtual Air Guitar Company
2080,DreamBox Games
2081,"Buzz Monkey, EA Montreal"
2082,Coldwood Interactive
2083,Virtual Identity
2084,Beyond The Pillars
2085,ZootFly
2086,"Majesco Games, Majesco, Frozen North Productions"
2087,Little Green Men
2088,"Phantagram, FeelPlus"
2089,Tragnarion Studios
2090,"TGC, Profenix Studio"
2091,Sonic Boom
2092,"Hudson, NATSUME ATARI Inc."
2093,"Atari, ImaginEngine, Atari SA"
2094,Panic Button
2095,"Eighting, Takara Tomy"
2096,Mamba Games
2097,PlayFirst
2098,Seven45 Studios
2099,Microforum
2100,Coresoft Inc.
2101,GREZZO
2102,UBlart Montpellier
2103,"Genki, Bluepoint Games"
2104,Eidos Montreal
2105,Team Bondi
2106,"Infinity Ward, Sledgehammer Games"
2107,Supergiant Games
2108,NetherRealm Studios
2109,Iron Galaxy Studios
2110,Mode 7 Games
2111,"Retro Studios, Entertainment Analysis & Development Division"
2112,"LucasArts, BioWare"
2113,Zachtronics Industries
2114,"Capcom, QLOC"
2115,2x2 Games
2116,"Epic Games, People Can Fly"
2117,"Edmund McMillen, Florian Himsl"
2118,Trion Worlds
2119,Robot Entertainment
2120,Re-Logic
2121,Giant Army
2122,KING Art
2123,"Jellyvision, Iron Galaxy Studios"
2124,"Wadjet Eye Games, Joshua Nuernberger"
2125,343 Industries
2126,Squid In A Box
2127,Freebird Games
2128,Die Gute Fabrik
2129,Transhuman Design
2130,Recoil Games
2131,Tribute Games
2132,"Final Form Games, LLC"
2133,"Certain Affinity, Bungie"
2134,Trendy Entertainment
2135,Battlefront.com
2136,Manic Game Studios
2137,Dakko Dakko
2138,11 bit studios
2139,Ubisoft Reflections
2140,The Lordz Games Studio
2141,Alientrap
2142,Stunlock Studios
2143,Enigma Software Productions
2144,Gaslamp Games
2145,DreamRift
2146,Stairway Games
2147,Zeboyd Games
2148,"Rovio Mobile, Abstraction Games, Rovio Entertainment"
2149,"THQ, 1C, 1C Company"
2150,Smudged Cat Games
2151,"Gamethunks, Goldhawk Interactive"
2152,Shadow Planet Productions
2153,Vanguard Games
2154,Zallag
2155,DrinkBox Studios
2156,"Gearbox Software, WayForward"
2157,Overkill Software
2158,Open Emotion Studios
2159,Spiderweb Software
2160,"DTP Entertainment, Cranberry Production"
2161,Secret Base
2162,Blendo Games
2163,Uncanny
2164,Spicy Horse
2165,Straandlooper
2166,"Two Tribes, Mobigame"
2167,MinMax Games Ltd.
2168,Tindalos Interactive
2169,Kiloo
2170,UTV Ignition Games
2171,Arrowhead Game Studios
2172,Ratloop Asia Pte Ltd
2173,Bit Barons
2174,Overhaul Games
2175,"Playbrains, Fuel Industries"
2176,Flying Wild Hog
2177,Murudai
2178,Swing Swing Submarine
2179,WBIE
2180,Capcom Vancouver
2181,Tanukii Studios
2182,Wizarbox
2183,"Eden Studios, Eden"
2184,Brightside Games
2185,Kalypso
2186,"Phantom EFX, Inc., Phantom EFX"
2187,"Over the Top Games, EA 2D"
2188,Catnip Games
2189,Walk Thru Walls Studios
2190,Team GrisGris
2191,Interwave Studios
2192,Santa Ragione
2193,Cranberry Studios
2194,"Shift, Bandai Namco Games"
2195,Coffee Stain Studios
2196,"Treyarch, Sledgehammer Games"
2197,Smestorp Limited
2198,Colossal Order
2199,Snap Dragon Games
2200,"Mastertronic, V5 Play Studio"
2201,Iridium Studios
2202,"Paradox Interactive, AGEOD"
2203,Red Redemption
2204,Spyn Doctor
2205,Starfire Studios
2206,Infinite Dreams Inc.
2207,"Seed Studios, Lda"
2208,Adventure Planning Service
2209,Toxic Games
2210,State of Play Games
2211,Astrum Nival
2212,Perfect World Entertainment
2213,Mystic Box
2214,"RED Entertainment, Artdink"
2215,Teyon
2216,"Asobism, Co. ltd."
2217,Francisco Tellez de Meneses
2218,Marvelous AQL
2219,"Unigine Corp, Russia"
2220,RailSimulator.com
2221,THQ Warrington
2222,"Racjin, Sega Sports R&D"
2223,"Sega, Dimps Corporation"
2224,"Rare Ltd., BigPark"
2225,Grip Games
2226,Fire Hose Games
2227,Magic Pixel Games
2228,Dancing Dots
2229,"Square Enix, h.a.n.d. Inc."
2230,"Omega Force, Koei Tecmo Games"
2231,Games Farm
2232,KMM Games
2233,"Croteam, Vlambeer"
2234,Cold Beam Games
2235,Candygun Games
2236,THQ Digital Studio Phoenix
2237,Colibri Games
2238,"Other Ocean Interactive, NetherRealm Studios"
2239,Santa Entertainment
2240,Zindagi Games
2241,NATSUME ATARI Inc.
2242,FDG Entertainment
2243,Streum On Studio
2244,"Nintendo, Good-Feel"
2245,Opus Studio
2246,Avalon Style
2247,HandCircus
2248,Digital Arrow
2249,"EKO Software, Zoo Entertainment"
2250,Reverie World Studios Inc.
2251,QubicGames
2252,"Mindscape Inc., Smack Down Productions, Mindscape"
2253,"Nintendo, Vitei"
2254,Spline
2255,"Grip Games, Supermono Studios"
2256,Killspace Entertainment
2257,"Reloaded Productions, Reloaded Games Inc., Reloaded Games"
2258,Fishing Cactus
2259,Behavior Studios
2260,Creative Artel
2261,Punchers Impact
2262,MonkeyPaw Games
2263,SevenOne Intermedia
2264,"Art Co., Ltd."
2265,"Gearbox Software, 3D Realms"
2266,"tiny Build GAMES, tinyBuild"
2267,Hazardous Software
2268,Alpha Unit
2269,2K Games
2270,"EnjoyUp Games, CoderChild"
2271,800 North and Digital Ranch
2272,"Left Field Productions, Zoo Games"
2273,Guildford Studio
2274,Turmoil Games
2275,Bigben Interactive
2276,Vatra
2277,Nicolas Intoxicate
2278,Heatwave Interactive
2279,"Headup Games, Crenetic Studios"
2280,"Beenox, Other Ocean Interactive"
2281,Yoostar Entertainment Group
2282,Bedlam Games
2283,Kung Fu Factory
2284,Dead Mage Studio
2285,Trickstar Games
2286,BlueGiant Interactive
2287,Zoo Games
2288,"Atari, Atari SA"
2289,"Microforum, Vidia"
2290,Xendex
2291,"Idea Factory, Compile Heart"
2292,"bitComposer Games, bitComposer"
2293,Tecmo Koei Canada
2294,"Farsight Studios, Crave"
2295,Zordix
2296,Eggtooth Team
2297,"O-Games, Joindots"
2298,"THQ, Griptonite Games"
2299,Spectral Games
2300,Black Lion Studios
2301,"Silicon Knights, Other Ocean Interactive"
2302,Anima Game Studio
2303,Microvalue
2304,AGO Games
2305,"Apogee Software, Ltd."
2306,"Team6 Game Studios, Team 6 Games Studio"
2307,Independent Arts
2308,"Ubisoft, RedLynx"
2309,Polytron Corp.
2310,Collecting Smiles
2311,"Tarsier Studios, Double Eleven"
2312,"Asterizm Co., Ltd"
2313,"Rockstar Games, Rockstar Studios"
2314,Mossmouth
2315,Black Mesa Modification Team
2316,Straight Right
2317,Dennaton
2318,"PLAYGROUND, Playground Games"
2319,"Digital Reality, Grasshopper Manufacture"
2320,"Rocksteady Studios, WB Games Montreal"
2321,Subset Games
2322,Johamm Tael & Mihkel Tael
2323,"Taleworlds Entertainment, Tale Worlds"
2324,"Opus, Project Sora"
2325,"Idol Minds, Insomniac Games"
2326,Humble Hearts
2327,"Valve Software, Hidden Path Entertainment"
2328,"4J Studios, Mojang AB"
2329,"Wild Shadow Studios, Spry Fox"
2330,Right Square Bracket Left Square Bracket Games
2331,Reverge Labs
2332,Almost Human
2333,"Nintendo, Headstrong Games"
2334,superflat games
2335,"Pentavision Entertainment, Neowiz Corporation"
2336,Harvester Games
2337,Strange Loop Games
2338,Armature Studio
2339,Eden Industries
2340,Project Soul
2341,VAP Games
2342,"Naughty Dog, Sony Bend"
2343,Nigoro
2344,Unknown Worlds Entertainment
2345,Ankama
2346,Hitbox
2347,Denki
